group_id,event,ambiguousflag,short_interruption,complex,error,comment,to_review,labelbee_valid,track_id,filename,video,datetime,tagid,mergethreshold,eventid,frame
57,D,,,,,,,,20417,5second/id_0057_track_20417_5s.png,30_02_R_190808150000.cfr.mp4,57:48.4,187,5s,187__20417,69368
58,D,,,,,,,,663,5second/id_0058_track_00663_5s.png,1_02_R_190807110000.cfr.mp4,02:31.5,199,5s,199__663,3030
59,U,,,,,,,,1676,5second/id_0059_track_01676_5s.png,1_02_R_190807110000.cfr.mp4,06:13.8,199,5s,199__1676,7476
60,D,,,,,,,True,14024,5second/id_0060_track_14024_5s.png,31_02_R_190808160000.cfr.mp4,25:17.6,199,5s,199__14024,30352
61,DU,,,,True,,,True,10280,5second/id_0061_track_10280_5s.png,30_02_R_190808150000.cfr.mp4,30:24.7,212,5s,212__10280,36494
62,D,,,,,,,,3840,5second/id_0062_track_03840_5s.png,1_02_R_190807110000.cfr.mp4,14:51.0,220,5s,220__3840,17820
63,D,,,,,,,,12465,5second/id_0063_track_12465_5s.png,1_02_R_190807110000.cfr.mp4,53:35.8,220,5s,220__12465,64316
64,D,,,,,,,,7170,5second/id_0064_track_07170_5s.png,4_02_R_190807140000.cfr.mp4,31:42.4,220,5s,220__7170,38048
65,U,,,,,interruption_on_ramp,,True,7332,5second/id_0065_track_07332_5s.png,2_02_R_190807120000.cfr.mp4,26:08.1,221,5s,221__7332,31362
66,DU,x,,,,hesitation_at_entrance,,,3233,5second/id_0066_track_03233_5s.png,31_02_R_190808160000.cfr.mp4,08:31.6,221,5s,221__3233,10232
67,U,,,,,,,,3303,5second/id_0067_track_03303_5s.png,31_02_R_190808160000.cfr.mp4,08:35.9,221,5s,221__3303,10318
68,DU,,,,,start_on_ramp,,,3417,5second/id_0068_track_03417_5s.png,31_02_R_190808160000.cfr.mp4,08:50.8,221,5s,221__3417,10616
69,DU,x,,,,end_on_ramp,,,3463,5second/id_0069_track_03463_5s.png,31_02_R_190808160000.cfr.mp4,08:56.1,221,5s,221__3463,10722
70,UD,x,,,,,,,3499,5second/id_0070_track_03499_5s.png,31_02_R_190808160000.cfr.mp4,09:27.8,221,5s,221__3499,11356
71,D,,,,,stay_at_exit,,,3811,5second/id_0071_track_03811_5s.png,31_02_R_190808160000.cfr.mp4,09:46.9,221,5s,221__3811,11738
72,UD,x,,,True,,,True,8677,5second/id_0072_track_08677_5s.png,1_02_R_190807110000.cfr.mp4,37:31.8,223,5s,223__8677,45036
73,D,,,,,,,,1651,5second/id_0073_track_01651_5s.png,1_02_R_190807110000.cfr.mp4,06:12.1,243,5s,243__1651,7442
74,D,,,,,start_noisy,,,12915,5second/id_0074_track_12915_5s.png,31_02_R_190808160000.cfr.mp4,23:37.6,256,5s,256__12915,28352
75,U,,,,,,,,14008,5second/id_0075_track_14008_5s.png,31_02_R_190808160000.cfr.mp4,25:21.4,256,5s,256__14008_14014,30428
76,D,,,,,,,True,415,5second/id_0076_track_00415_5s.png,1_02_R_190807110000.cfr.mp4,01:37.3,259,5s,259__415,1946
77,D,,,,,,,,7340,5second/id_0077_track_07340_5s.png,4_02_R_190807140000.cfr.mp4,32:12.8,259,5s,259__7340,38656
78,D,,,,,,,,8731,5second/id_0078_track_08731_5s.png,31_02_R_190808160000.cfr.mp4,18:03.6,261,5s,261__8731,21672
79,U,,,,,,,,10293,5second/id_0079_track_10293_5s.png,1_02_R_190807110000.cfr.mp4,43:46.4,266,5s,266__10293,52528
80,D,,,,,,,,12532,5second/id_0080_track_12532_5s.png,1_02_R_190807110000.cfr.mp4,53:44.6,266,5s,266__12532,64492
81,D,,,,,,,,205,5second/id_0081_track_00205_5s.png,4_02_R_190807140000.cfr.mp4,01:30.0,266,5s,266__205,1800
82,U,,,,,,,,5134,5second/id_0082_track_05134_5s.png,4_02_R_190807140000.cfr.mp4,24:01.7,266,5s,266__5134,28834
83,D,,,,,,,,7145,5second/id_0083_track_07145_5s.png,4_02_R_190807140000.cfr.mp4,31:35.6,266,5s,266__7145,37912
84,U,,,,,,,,15195,5second/id_0084_track_15195_5s.png,4_02_R_190807140000.cfr.mp4,59:02.0,266,5s,266__15195,70840
85,U,,,,,,,,14619,5second/id_0085_track_14619_5s.png,5_02_R_190807150000.cfr.mp4,53:08.7,266,5s,266__14619,63774
86,U,,,,,,,,5990,5second/id_0086_track_05990_5s.png,26_02_R_190808110000.cfr.mp4,18:33.4,266,5s,266__5990,22268
87,U,,,,,,,,16130,5second/id_0087_track_16130_5s.png,27_02_R_190808120000.cfr.mp4,51:00.6,266,5s,266__16130,61212
88,D,,,,,,,,14185,5second/id_0088_track_14185_5s.png,28_02_R_190808130000.cfr.mp4,50:37.2,266,5s,266__14185,60744
89,U,,,,,hesitate_start,,,1863,5second/id_0089_track_01863_5s.png,31_02_R_190808160000.cfr.mp4,05:10.5,266,5s,266__1863,6210
90,U,,,,,,,True,7515,5second/id_0090_track_07515_5s.png,2_02_R_190807120000.cfr.mp4,27:16.6,269,5s,269__7515,32732
91,D,,,,,,,,10654,5second/id_0091_track_10654_5s.png,5_02_R_190807150000.cfr.mp4,37:07.6,269,5s,269__10654,44552
92,D,,,,,,,,8113,5second/id_0092_track_08113_5s.png,6_02_R_190807160000.cfr.mp4,29:07.8,269,5s,269__8113,34956
93,D,,,,,,,,6979,5second/id_0093_track_06979_5s.png,27_02_R_190808120000.cfr.mp4,22:27.9,269,5s,269__6979,26958
94,U,,,,,,,,10252,5second/id_0094_track_10252_5s.png,27_02_R_190808120000.cfr.mp4,31:25.5,269,5s,269__10252,37710
95,D,,,,,,,,15792,5second/id_0095_track_15792_5s.png,30_02_R_190808150000.cfr.mp4,45:03.8,269,5s,269__15792,54076
96,DU,,,,True,,,True,5054,5second/id_0096_track_05054_5s.png,31_02_R_190808160000.cfr.mp4,12:12.9,269,5s,269__5054,14658
97,U,,,,,,,,5094,5second/id_0097_track_05094_5s.png,31_02_R_190808160000.cfr.mp4,12:12.2,269,5s,269__5094,14644
98,DU,,,,,,,,11004,5second/id_0098_track_11004_5s.png,6_02_R_190807160000.cfr.mp4,38:45.6,270,5s,270__11004,46512
99,D,,,,,,,True,2931,5second/id_0099_track_02931_5s.png,2_02_R_190807120000.cfr.mp4,10:09.0,278,5s,278__2931,12180
100,D,,,,,,,,4914,5second/id_0100_track_04914_5s.png,26_02_R_190808110000.cfr.mp4,14:50.6,278,5s,278__4914,17812
101,D,,,,True,,,True,18103,5second/id_0101_track_18103_5s.png,31_02_R_190808160000.cfr.mp4,33:09.1,282,5s,282__18103,39782
102,D,,,,,,,True,17287,5second/id_0102_track_17287_5s.png,27_02_R_190808120000.cfr.mp4,55:52.2,320,5s,320__17287,67044
103,U,,,,,,,True,3799,5second/id_0103_track_03799_5s.png,28_02_R_190808130000.cfr.mp4,14:42.0,320,5s,320__3799,17640
104,D,,,,,,,,10584,5second/id_0104_track_10584_5s.png,28_02_R_190808130000.cfr.mp4,39:06.5,320,5s,320__10584,46930
105,U,,,,,,,True,5374,5second/id_0105_track_05374_5s.png,29_02_R_190808140000.cfr.mp4,20:45.4,320,5s,320__5374,24908
106,D,,,,,"bad_tracking,id_switch",T14956 is unmarked bee before F51472,,8414,5second/id_0106_track_08414_5s.png,29_02_R_190808140000.cfr.mp4,31:26.4,320,5s,320__8414,37728
107,D,x,x,,True,stay_at_exit,,True,14956,5second/id_0107_track_14956_5s.png,30_02_R_190808150000.cfr.mp4,42:56.3,320,5s,320__14956_14971,51526
108,UD,x,,,,,,True,15011,5second/id_0108_track_15011_5s.png,30_02_R_190808150000.cfr.mp4,43:07.1,320,5s,320__15011_15036,51742
109,U,,,,,,,True,23648,5second/id_0109_track_23648_5s.png,31_02_R_190808160000.cfr.mp4,48:20.1,320,5s,320__23648,58002
110,D,,,,,,,,143,5second/id_0110_track_00143_5s.png,2_02_R_190807120000.cfr.mp4,00:33.6,327,5s,327__143,672
111,D,,,,,,,,6056,5second/id_0111_track_06056_5s.png,27_02_R_190808120000.cfr.mp4,20:12.2,327,5s,327__6056,24244
112,U,,,,,,,,6760,5second/id_0112_track_06760_5s.png,27_02_R_190808120000.cfr.mp4,22:02.3,327,5s,327__6760,26446
113,U,,,,True,DU+DU,,True,13246,5second/id_0113_track_13246_5s.png,30_02_R_190808150000.cfr.mp4,38:36.4,331,5s,331__13246,46328
114,DU,,x,x,,hesitation_on_ramp,,,15235,5second/id_0114_track_15235_5s.png,6_02_R_190807160000.cfr.mp4,51:40.0,332,5s,332__15235_15397,62000
115,DU,,,,,interruption_on_ramp,,True,16345,5second/id_0115_track_16345_5s.png,6_02_R_190807160000.cfr.mp4,53:53.0,332,5s,332__16345_16409,64660
116,D,,,,,,,,17214,5second/id_0116_track_17214_5s.png,30_02_R_190808150000.cfr.mp4,49:55.8,332,5s,332__17214_17366_17374,59916
117,D,,,,,,,,1022,5second/id_0117_track_01022_5s.png,2_02_R_190807120000.cfr.mp4,03:55.0,336,5s,336__1022,4700
118,U,,,,,interruption_on_ramp,,,1597,5second/id_0118_track_01597_5s.png,2_02_R_190807120000.cfr.mp4,06:02.0,336,5s,336__1597,7240
119,D,,,,,,overlap at frame 33663,True,14727,5second/id_0119_track_14727_5s.png,31_02_R_190808160000.cfr.mp4,26:34.6,336,5s,336__14727_14752,31892
120,D,x,,,id_swap,,overlap at frame 33663,,15584,5second/id_0120_track_15584_5s.png,31_02_R_190808160000.cfr.mp4,28:02.8,339,5s,339__15584,33656
121,D,,,,True,,,True,15594,5second/id_0121_track_15594_5s.png,31_02_R_190808160000.cfr.mp4,28:03.7,339,5s,339__15594,33674
122,U,,,,,,,,18342,5second/id_0122_track_18342_5s.png,31_02_R_190808160000.cfr.mp4,33:40.5,339,5s,339__18342,40410
123,D,,,,,,,,15339,5second/id_0123_track_15339_5s.png,31_02_R_190808160000.cfr.mp4,27:38.8,344,5s,344__15339,33176
124,D,,,,,,,,5502,5second/id_0124_track_05502_5s.png,4_02_R_190807140000.cfr.mp4,25:43.0,350,5s,350__5502,30860
125,D,,,,,,,,6322,5second/id_0125_track_06322_5s.png,1_02_R_190807110000.cfr.mp4,26:54.9,359,5s,359__6322,32298
126,D,,,,True,,,True,11563,5second/id_0126_track_11563_5s.png,29_02_R_190808140000.cfr.mp4,43:04.2,360,5s,360__11563,51684
127,D,,,,,"end_on_ramp,stay_at_exit",,,13631,5second/id_0127_track_13631_5s.png,31_02_R_190808160000.cfr.mp4,24:40.4,373,5s,373__13631,29608
128,UD,x,,,,,,True,14853,5second/id_0128_track_14853_5s.png,31_02_R_190808160000.cfr.mp4,26:43.0,373,5s,373__14853,32060
129,U,,,,,,,,15038,5second/id_0129_track_15038_5s.png,31_02_R_190808160000.cfr.mp4,27:01.5,373,5s,373__15038,32430
130,U,,,,,stay_close_to_entrance,,,8083,5second/id_0130_track_08083_5s.png,1_02_R_190807110000.cfr.mp4,34:34.4,381,5s,381__8083,41488
131,DU,,,,,,,,10138,5second/id_0131_track_10138_5s.png,3_02_R_190807130000.cfr.mp4,54:17.2,381,5s,381__10138,65144
132,U,,,,,,,True,34,5second/id_0132_track_00034_5s.png,4_02_R_190807140000.cfr.mp4,00:09.4,381,5s,381__34,188
133,D,,,,,,,,12840,5second/id_0133_track_12840_5s.png,4_02_R_190807140000.cfr.mp4,51:56.2,381,5s,381__12840,62324
134,UD,,,,,,,,6141,5second/id_0134_track_06141_5s.png,27_02_R_190808120000.cfr.mp4,20:23.9,381,5s,381__6141,24478
135,D,,,,,,,,11655,5second/id_0135_track_11655_5s.png,28_02_R_190808130000.cfr.mp4,42:12.4,381,5s,381__11655,50648
136,U,,,,,,,,6677,5second/id_0136_track_06677_5s.png,30_02_R_190808150000.cfr.mp4,19:12.8,381,5s,381__6677,23056
137,D,,,,,start_on_ramp,,,9098,5second/id_0137_track_09098_5s.png,30_02_R_190808150000.cfr.mp4,27:15.6,381,5s,381__9098,32712
138,UD,x,,,True,,,True,15875,5second/id_0138_track_15875_5s.png,30_02_R_190808150000.cfr.mp4,45:33.3,381,5s,381__15875,54666
139,DU,,,,,end_on_ramp,,,2843,5second/id_0139_track_02843_5s.png,1_02_R_190807110000.cfr.mp4,10:35.5,382,5s,382__2843,12710
140,D,x,x,,,,,,2886,5second/id_0140_track_02886_5s.png,1_02_R_190807110000.cfr.mp4,10:50.6,382,5s,382__2886_2934,13012
141,DU,,,,,stay_at_entrance,,,2938,5second/id_0141_track_02938_5s.png,1_02_R_190807110000.cfr.mp4,10:58.0,382,5s,382__2938,13160
142,DU,x,,,,,,,3349,5second/id_0142_track_03349_5s.png,1_02_R_190807110000.cfr.mp4,12:38.5,382,5s,382__3349,15170
143,DU,,x,,,,,,3403,5second/id_0143_track_03403_5s.png,1_02_R_190807110000.cfr.mp4,12:56.5,382,5s,382__3403_3413,15530
144,DU,,,,,stay_close_to_entrance,,,11196,5second/id_0144_track_11196_5s.png,1_02_R_190807110000.cfr.mp4,47:41.1,382,5s,382__11196,57222
145,DU,,,,,noise,,,12036,5second/id_0145_track_12036_5s.png,1_02_R_190807110000.cfr.mp4,51:43.8,382,5s,382__12036,62076
146,DU,x,,,,,,True,12455,5second/id_0146_track_12455_5s.png,1_02_R_190807110000.cfr.mp4,53:34.0,382,5s,382__12455,64280
147,D,,,,,,,,1288,5second/id_0147_track_01288_5s.png,2_02_R_190807120000.cfr.mp4,05:07.2,382,5s,382__1288,6144
148,U,,,,,,,,1881,5second/id_0148_track_01881_5s.png,2_02_R_190807120000.cfr.mp4,06:44.3,382,5s,382__1881,8086
149,DU,,,,,,,,16696,5second/id_0149_track_16696_5s.png,6_02_R_190807160000.cfr.mp4,54:01.0,382,5s,382__16696,64820
150,DU,,,,,,,,16777,5second/id_0150_track_16777_5s.png,6_02_R_190807160000.cfr.mp4,54:16.2,382,5s,382__16777,65124
151,D,,,,,hesitate_on_ramp,,,7151,5second/id_0151_track_07151_5s.png,27_02_R_190808120000.cfr.mp4,22:56.5,382,5s,382__7151,27530
152,U,,x,,,,,,7562,5second/id_0152_track_07562_5s.png,27_02_R_190808120000.cfr.mp4,24:07.2,382,5s,382__7562_7599,28944
153,D,,,,,,,,7724,5second/id_0153_track_07724_5s.png,27_02_R_190808120000.cfr.mp4,24:33.8,382,5s,382__7724,29476
154,U,,,,,,,,12131,5second/id_0154_track_12131_5s.png,27_02_R_190808120000.cfr.mp4,37:20.0,382,5s,382__12131,44800
155,D,,,,,,,,2769,5second/id_0155_track_02769_5s.png,28_02_R_190808130000.cfr.mp4,11:14.2,382,5s,382__2769,13484
156,U,,,,,,,,2901,5second/id_0156_track_02901_5s.png,28_02_R_190808130000.cfr.mp4,11:35.1,382,5s,382__2901,13902
157,DU,,,,,,,,6000,5second/id_0157_track_06000_5s.png,29_02_R_190808140000.cfr.mp4,23:50.4,382,5s,382__6000,28608
158,D,,x,,,hesitate_on_ramp,,,6094,5second/id_0158_track_06094_5s.png,29_02_R_190808140000.cfr.mp4,24:20.2,382,5s,382__6094_6125,29204
159,U,,,,,start_on_ramp,,,6174,5second/id_0159_track_06174_5s.png,29_02_R_190808140000.cfr.mp4,24:32.1,382,5s,382__6174,29442
160,U,x,,,,,,,6247,5second/id_0160_track_06247_5s.png,29_02_R_190808140000.cfr.mp4,25:26.5,382,5s,382__6247,30530
161,DU,,,,,,,,6919,5second/id_0161_track_06919_5s.png,29_02_R_190808140000.cfr.mp4,26:41.8,382,5s,382__6919,32036
162,D,,,,,,,,8933,5second/id_0162_track_08933_5s.png,29_02_R_190808140000.cfr.mp4,33:07.0,382,5s,382__8933,39740
163,U,,x,,,hesitate_at_border,,,9024,5second/id_0163_track_09024_5s.png,29_02_R_190808140000.cfr.mp4,33:25.7,382,5s,382__9024_9030,40114
164,D,,x,,,,,,18023,5second/id_0164_track_18023_5s.png,30_02_R_190808150000.cfr.mp4,51:21.4,382,5s,382__18023_18056,61628
165,D,,,,,,,,10970,5second/id_0165_track_10970_5s.png,1_02_R_190807110000.cfr.mp4,46:47.1,384,5s,384__10970,56142
166,D,,,,,,,,7510,5second/id_0166_track_07510_5s.png,4_02_R_190807140000.cfr.mp4,32:41.6,384,5s,384__7510,39232
167,D,,,,,,,,7681,5second/id_0167_track_07681_5s.png,26_02_R_190808110000.cfr.mp4,24:00.7,384,5s,384__7681,28814
168,DU,,,,,,id_swap at frame 57124. good start,,23299,5second/id_0168_track_23299_5s.png,31_02_R_190808160000.cfr.mp4,47:07.6,384,5s,384__23299,56552
169,DU,,,,True,"start_on_ramp,UD+UD",id_swap at frame 57124 and 57531. good start,True,23429,5second/id_0169_track_23429_5s.png,31_02_R_190808160000.cfr.mp4,47:40.4,384,5s,384__23429,57208
170,UD,x,x,x,id_swap,start_on_ramp,id_swap at frame 57531. ends unmarked,,23458,5second/id_0170_track_23458_5s.png,31_02_R_190808160000.cfr.mp4,48:00.4,384,5s,384__23458_23531_23535,57608
171,U,,,,id_swap,,,,23551,5second/id_0171_track_23551_5s.png,31_02_R_190808160000.cfr.mp4,48:01.6,384,5s,384__23551,57632
172,D,,,,,,,,833,5second/id_0172_track_00833_5s.png,3_02_R_190807130000.cfr.mp4,04:13.9,397,5s,397__833,5078
173,U,,,,,,,,5690,5second/id_0173_track_05690_5s.png,5_02_R_190807150000.cfr.mp4,20:35.4,397,5s,397__5690,24708
174,D,,,,,,,,12633,5second/id_0174_track_12633_5s.png,5_02_R_190807150000.cfr.mp4,45:16.3,397,5s,397__12633,54326
175,U,,,,,hesitate_at_border,,,565,5second/id_0175_track_00565_5s.png,26_02_R_190808110000.cfr.mp4,01:44.4,397,5s,397__565,2088
176,D,,,,,,,,9740,5second/id_0176_track_09740_5s.png,26_02_R_190808110000.cfr.mp4,32:08.2,397,5s,397__9740,38564
177,D,,,,,,,,934,5second/id_0177_track_00934_5s.png,27_02_R_190808120000.cfr.mp4,03:34.3,397,5s,397__934,4286
178,D,,,,,,,,12148,5second/id_0178_track_12148_5s.png,29_02_R_190808140000.cfr.mp4,45:34.7,397,5s,397__12148,54694
179,U,,,,,,,,4439,5second/id_0179_track_04439_5s.png,2_02_R_190807120000.cfr.mp4,15:43.8,399,5s,399__4439,18876
180,D,,,,,,,,7068,5second/id_0180_track_07068_5s.png,2_02_R_190807120000.cfr.mp4,25:15.2,399,5s,399__7068,30304
181,U,,,,,,,,1317,5second/id_0181_track_01317_5s.png,5_02_R_190807150000.cfr.mp4,04:25.1,399,5s,399__1317,5302
182,D,,,,,,,,4670,5second/id_0182_track_04670_5s.png,26_02_R_190808110000.cfr.mp4,14:10.2,399,5s,399__4670,17004
183,U,,,,,,,True,2489,5second/id_0183_track_02489_5s.png,27_02_R_190808120000.cfr.mp4,08:37.6,399,5s,399__2489,10352
184,D,,,,,,,,3947,5second/id_0184_track_03947_5s.png,27_02_R_190808120000.cfr.mp4,13:30.5,399,5s,399__3947,16210
185,U,,,,,,,,4535,5second/id_0185_track_04535_5s.png,28_02_R_190808130000.cfr.mp4,17:34.6,399,5s,399__4535,21092
186,D,,,,,,,,6878,5second/id_0186_track_06878_5s.png,28_02_R_190808130000.cfr.mp4,27:20.2,399,5s,399__6878,32804
187,U,,,,,,,,7121,5second/id_0187_track_07121_5s.png,29_02_R_190808140000.cfr.mp4,27:24.8,399,5s,399__7121,32896
